Airline,Source,Destination,Duration,Total_Stops,Price,Month,Day_Name
IndiGo,Kolkata,Banglore,330.0,1,4864.0,May,Thursday
Multiple carriers,Delhi,Cochin,730.2,1,15135.0,March,Wednesday
Air India,Kolkata,Banglore,1099.8,1,8366.0,June,Thursday
Air India,Banglore,Delhi,165.0,0,7171.0,June,Saturday
Jet Airways,Kolkata,Banglore,690.0,1,12121.0,May,Monday
Air India,Delhi,Cochin,499.8,2,11753.0,June,Wednesday
IndiGo,Banglore,New Delhi,285.0,1,8064.0,March,Friday
Jet Airways,Delhi,Cochin,1680.0,1,10262.0,June,Thursday
IndiGo,Chennai,Kolkata,139.8,0,5277.0,May,Friday
Jet Airways,Banglore,Delhi,180.0,0,8016.0,June,Sunday
Air India,Mumbai,Hyderabad,559.8,2,11342.0,March,Tuesday
Jet Airways,Kolkata,Banglore,1330.2,1,7594.0,June,Wednesday
Air Asia,Banglore,Delhi,165.0,0,4483.0,June,Monday
Jet Airways,Delhi,Cochin,505.2,2,16263.0,May,Saturday
Air India,Kolkata,Banglore,919.8,2,13243.0,May,Sunday
Jet Airways,Banglore,Delhi,165.0,0,6478.0,June,Wednesday
Jet Airways,Delhi,Cochin,319.8,1,15764.0,March,Wednesday
Air India,Kolkata,Banglore,1170.0,2,4647.0,April,Wednesday
Jet Airways,Banglore,Delhi,180.0,0,8016.0,June,Monday
Air India,Kolkata,Banglore,154.8,0,4145.0,June,Wednesday
Multiple carriers,Delhi,Cochin,810.0,1,8055.0,March,Wednesday
Air India,Delhi,Cochin,1560.0,2,12409.0,May,Saturday
IndiGo,Kolkata,Banglore,165.0,0,6038.0,March,Sunday
Air Asia,Kolkata,Banglore,150.0,0,4107.0,May,Tuesday
Jet Airways,Banglore,New Delhi,1450.2,1,25735.0,March,Friday
Air India,Kolkata,Banglore,955.2,2,11458.0,June,Thursday
Air Asia,Delhi,Cochin,340.2,1,6152.0,April,Wednesday
Jet Airways,Kolkata,Banglore,1585.2,1,10844.0,June,Sunday
Vistara,Chennai,Kolkata,139.8,0,11982.0,May,Friday
Jet Airways,Kolkata,Banglore,589.8,1,13941.0,May,Thursday
IndiGo,Delhi,Cochin,480.0,1,6938.0,March,Wednesday
Jet Airways,Delhi,Cochin,1774.8,2,15339.0,June,Thursday
Jet Airways,Delhi,Cochin,2245.2000000000003,2,20064.0,March,Sunday
Multiple carriers,Delhi,Cochin,454.8,1,6093.0,June,Saturday
Multiple carriers Premium economy,Delhi,Cochin,394.8,1,10885.0,March,Thursday
Air India,Delhi,Cochin,570.0,1,8907.0,June,Saturday
Jet Airways,Kolkata,Banglore,855.0,1,9663.0,May,Monday
IndiGo,Delhi,Cochin,424.8,1,7160.0,April,Saturday
Multiple carriers Premium economy,Delhi,Cochin,480.0,1,11269.0,March,Thursday
Jet Airways,Mumbai,Hyderabad,90.0,0,5678.0,April,Monday
Jet Airways,Mumbai,Hyderabad,85.19999999999999,0,5678.0,May,Monday
Air India,Delhi,Cochin,795.0,1,8907.0,June,Thursday
Jet Airways,Mumbai,Hyderabad,85.19999999999999,0,3210.0,June,Thursday
Air India,Banglore,Delhi,165.0,0,6961.0,May,Wednesday
Jet Airways,Banglore,New Delhi,1090.2,1,14815.0,March,Wednesday
Jet Airways,Kolkata,Banglore,1540.2,1,11467.0,May,Monday
GoAir,Delhi,Cochin,310.2,1,9069.0,June,Monday
SpiceJet,Kolkata,Banglore,315.0,1,4649.0,May,Wednesday
IndiGo,Banglore,Delhi,175.2,0,4823.0,June,Monday
Air India,Kolkata,Banglore,1440.0,1,6528.0,May,Tuesday
Jet Airways,Banglore,New Delhi,400.2,1,22270.0,March,Wednesday
Jet Airways,Delhi,Cochin,1060.2,2,15654.0,March,Saturday
Vistara,Kolkata,Banglore,1594.8,1,7770.0,April,Monday
IndiGo,Kolkata,Banglore,154.8,0,4804.0,May,Friday
Jet Airways,Delhi,Cochin,1024.8,2,10368.0,June,Saturday
IndiGo,Delhi,Cochin,195.0,0,7673.0,March,Sunday
IndiGo,Delhi,Cochin,195.0,0,6015.0,April,Sunday
IndiGo,Kolkata,Banglore,154.8,0,4804.0,April,Wednesday
Jet Airways,Kolkata,Banglore,735.0,1,13941.0,May,Wednesday
Air Asia,Kolkata,Banglore,214.8,1,5162.0,May,Thursday
Air India,Banglore,New Delhi,700.2,1,10657.0,March,Saturday
Jet Airways,Kolkata,Banglore,424.8,1,14781.0,May,Thursday
IndiGo,Mumbai,Hyderabad,90.0,0,2754.0,April,Wednesday
Air India,Banglore,New Delhi,964.8,2,11474.0,March,Tuesday
Jet Airways,Kolkata,Banglore,799.8,1,7757.0,May,Saturday
Jet Airways,Mumbai,Hyderabad,85.19999999999999,0,2228.0,April,Wednesday
Jet Airways,Banglore,New Delhi,1455.0,1,10405.0,March,Friday
GoAir,Banglore,Delhi,175.2,0,3419.0,June,Thursday
Jet Airways,Delhi,Cochin,1144.8,1,10262.0,June,Sunday
Air India,Mumbai,Hyderabad,90.0,0,3100.0,June,Sunday
Jet Airways,Delhi,Cochin,1570.2,1,11848.0,March,Saturday
Air India,Delhi,Cochin,705.0,1,5683.0,April,Tuesday
Jet Airways,Kolkata,Banglore,1654.8,1,9663.0,May,Thursday
Jet Airways,Banglore,Delhi,180.0,0,4544.0,April,Wednesday
Jet Airways,Mumbai,Hyderabad,85.19999999999999,0,4050.0,May,Monday
Vistara,Kolkata,Banglore,765.0,1,9187.0,May,Thursday
Vistara,Kolkata,Banglore,1440.0,1,8452.0,April,Monday
Air India,Kolkata,Banglore,955.2,2,11668.0,May,Saturday
Air India,Delhi,Cochin,1729.8,2,13381.0,June,Sunday
Multiple carriers,Delhi,Cochin,840.0,1,8073.0,May,Saturday
Air Asia,Kolkata,Banglore,154.8,0,5620.0,March,Friday
Jet Airways,Kolkata,Banglore,874.8,1,12739.0,June,Wednesday
Air Asia,Kolkata,Banglore,150.0,0,5989.0,May,Friday
Air India,Kolkata,Banglore,1350.0,1,8891.0,May,Tuesday
Jet Airways,Banglore,Delhi,180.0,0,4544.0,April,Saturday
Jet Airways,Delhi,Cochin,1620.0,1,10262.0,June,Thursday
Vistara,Kolkata,Banglore,1639.8,1,9345.0,May,Tuesday
Vistara,Banglore,New Delhi,160.2,0,21730.0,March,Friday
IndiGo,Delhi,Cochin,705.0,1,6838.0,June,Saturday
Air India,Mumbai,Hyderabad,1345.2,1,10943.0,March,Tuesday
IndiGo,Banglore,Delhi,169.8,0,3943.0,June,Tuesday
SpiceJet,Banglore,Delhi,160.2,0,3573.0,June,Tuesday
SpiceJet,Kolkata,Banglore,145.2,0,3841.0,May,Wednesday
Multiple carriers,Delhi,Cochin,505.2,1,9646.0,May,Tuesday
Air India,Delhi,Cochin,184.8,0,4729.0,March,Monday
Jet Airways,Banglore,New Delhi,640.2,1,17261.0,March,Wednesday
Jet Airways,Kolkata,Banglore,1200.0,1,13941.0,May,Wednesday
Jet Airways,Kolkata,Banglore,889.8,1,10844.0,May,Tuesday
Jet Airways,Kolkata,Banglore,1285.2,1,14231.0,March,Sunday
Jet Airways,Delhi,Cochin,360.0,1,14714.0,June,Wednesday
SpiceJet,Delhi,Cochin,270.0,1,6460.0,March,Thursday
Jet Airways,Kolkata,Banglore,1630.2,1,11467.0,May,Wednesday
IndiGo,Banglore,Delhi,175.2,0,3943.0,May,Friday
IndiGo,Kolkata,Banglore,289.8,1,4775.0,April,Monday
SpiceJet,Kolkata,Banglore,145.2,0,3841.0,April,Saturday
Jet Airways,Banglore,New Delhi,1200.0,1,12284.0,March,Monday
IndiGo,Kolkata,Banglore,154.8,0,4804.0,June,Sunday
Jet Airways,Delhi,Cochin,1390.2,2,12819.0,June,Monday
Jet Airways,Delhi,Cochin,610.2,1,14714.0,June,Monday
Jet Airways,Mumbai,Hyderabad,90.0,0,8040.0,May,Monday
Multiple carriers,Delhi,Cochin,625.2,2,16840.0,May,Wednesday
Jet Airways,Delhi,Cochin,334.8,1,15554.0,May,Monday
GoAir,Delhi,Cochin,540.0,1,5752.0,April,Monday
Vistara,Kolkata,Banglore,1065.0,1,8452.0,May,Thursday
Multiple carriers,Delhi,Cochin,675.0,1,11761.0,May,Monday
Multiple carriers,Delhi,Cochin,375.0,1,14848.0,June,Thursday
Jet Airways,Delhi,Cochin,540.0,1,10262.0,June,Thursday
Vistara,Banglore,Delhi,160.2,0,4668.0,June,Thursday
Multiple carriers,Delhi,Cochin,454.8,1,9103.0,May,Wednesday
Jet Airways,Delhi,Cochin,885.0,1,10262.0,June,Wednesday
GoAir,Delhi,Cochin,370.2,1,4525.0,June,Thursday
Air India,Banglore,Delhi,165.0,0,5228.0,April,Saturday
Jet Airways,Banglore,New Delhi,460.2,1,19225.0,March,Wednesday
Jet Airways,Mumbai,Hyderabad,90.0,0,8040.0,May,Thursday
Jet Airways,Delhi,Cochin,865.2,1,7438.0,March,Thursday
Multiple carriers,Delhi,Cochin,690.0,1,13135.0,March,Wednesday
IndiGo,Delhi,Cochin,195.0,0,6015.0,May,Thursday
Multiple carriers,Delhi,Cochin,510.0,1,8283.0,May,Saturday
SpiceJet,Chennai,Kolkata,135.0,0,3543.0,June,Sunday
IndiGo,Kolkata,Banglore,165.0,0,4148.0,March,Wednesday
GoAir,Banglore,New Delhi,270.0,1,7657.0,March,Friday
IndiGo,Kolkata,Banglore,220.2,1,5276.0,May,Sunday
Jet Airways,Kolkata,Banglore,840.0,1,14151.0,May,Wednesday
Jet Airways,Mumbai,Hyderabad,90.0,0,8040.0,June,Friday
IndiGo,Delhi,Cochin,565.2,2,8378.0,March,Saturday
SpiceJet,Chennai,Kolkata,135.0,0,3543.0,June,Sunday
IndiGo,Banglore,Delhi,175.2,0,4823.0,June,Wednesday
Jet Airways,Kolkata,Banglore,799.8,1,14388.0,May,Wednesday
SpiceJet,Chennai,Kolkata,139.8,0,3543.0,June,Sunday
Jet Airways,Kolkata,Banglore,400.2,1,10844.0,May,Sunday
Jet Airways,Kolkata,Banglore,705.0,1,10844.0,June,Sunday
SpiceJet,Delhi,Cochin,295.2,1,4957.0,June,Wednesday
IndiGo,Delhi,Cochin,514.8,1,6442.0,May,Wednesday
Air India,Delhi,Cochin,964.8,1,7480.0,May,Wednesday
IndiGo,Delhi,Cochin,304.8,1,5073.0,April,Monday
Jet Airways,Kolkata,Banglore,364.8,1,14781.0,May,Thursday
Multiple carriers,Delhi,Cochin,385.2,1,9646.0,June,Monday
Jet Airways,Kolkata,Banglore,589.8,1,7851.0,April,Monday
SpiceJet,Mumbai,Hyderabad,79.80000000000001,0,2175.0,March,Sunday
Air India,Kolkata,Banglore,1165.2,2,14424.0,May,Thursday
Jet Airways,Delhi,Cochin,559.8,2,13014.0,June,Wednesday
Jet Airways,Delhi,Cochin,1005.0,1,5177.0,April,Saturday
Multiple carriers,Delhi,Cochin,484.8,1,15135.0,March,Sunday
Air India,Banglore,Delhi,169.8,0,5228.0,June,Friday
Jet Airways,Banglore,New Delhi,1045.2,1,22270.0,March,Friday
SpiceJet,Chennai,Kolkata,135.0,0,3543.0,June,Saturday
Jet Airways,Delhi,Cochin,1195.2,2,15129.0,May,Saturday
IndiGo,Delhi,Cochin,859.8,1,6093.0,June,Saturday
Jet Airways,Banglore,New Delhi,375.0,1,11087.0,March,Monday
Multiple carriers,Delhi,Cochin,720.0,1,7408.0,June,Thursday
IndiGo,Kolkata,Banglore,315.0,1,6534.0,May,Friday
Jet Airways,Banglore,Delhi,180.0,0,8016.0,June,Tuesday
Air India,Mumbai,Hyderabad,795.0,1,8528.0,March,Tuesday
Air India,Delhi,Cochin,1560.0,2,12199.0,June,Sunday
Multiple carriers,Delhi,Cochin,930.0,1,14067.0,May,Tuesday
Jet Airways,Banglore,Delhi,180.0,0,8016.0,June,Saturday
Air India,Kolkata,Banglore,150.0,0,5510.0,May,Friday
Air India,Kolkata,Banglore,1440.0,1,6241.0,March,Sunday
Air India,Delhi,Cochin,1255.2,1,16142.0,March,Sunday
IndiGo,Kolkata,Banglore,160.2,0,4804.0,April,Sunday
IndiGo,Delhi,Cochin,574.8,1,6979.0,May,Wednesday
Air India,Delhi,Cochin,180.0,0,6094.0,April,Thursday
Air India,Banglore,Delhi,165.0,0,5176.0,April,Monday
Multiple carriers,Delhi,Cochin,480.0,1,15136.0,March,Wednesday
Jet Airways,Kolkata,Banglore,900.0,1,10031.0,March,Sunday
Jet Airways,Delhi,Cochin,2245.2000000000003,2,12814.0,March,Thursday
Jet Airways,Kolkata,Banglore,799.8,1,12681.0,April,Monday
Multiple carriers,Delhi,Cochin,709.8,1,12402.0,March,Thursday
Jet Airways,Kolkata,Banglore,585.0,1,13759.0,March,Sunday
SpiceJet,Chennai,Kolkata,139.8,0,3597.0,June,Tuesday
Air Asia,Banglore,Delhi,169.8,0,3383.0,May,Tuesday
Vistara,Banglore,Delhi,169.8,0,4668.0,May,Thursday
Vistara,Kolkata,Banglore,1065.0,1,9187.0,April,Monday
Multiple carriers,Delhi,Cochin,829.8,1,7530.0,June,Monday
Air India,Kolkata,Banglore,270.0,1,8026.0,March,Sunday
SpiceJet,Banglore,Delhi,169.8,0,4319.0,April,Tuesday
Jet Airways,Delhi,Cochin,829.8,2,13376.0,June,Monday
SpiceJet,Kolkata,Banglore,145.2,0,4174.0,May,Monday
Vistara,Banglore,Delhi,160.2,0,4668.0,May,Monday
Multiple carriers,Delhi,Cochin,835.2,1,13062.0,March,Thursday
Jet Airways,Delhi,Cochin,550.2,1,12898.0,May,Monday
Jet Airways,Delhi,Cochin,805.2,1,14714.0,June,Thursday
Air India,Kolkata,Banglore,874.8,2,10991.0,May,Thursday
Jet Airways,Banglore,Delhi,175.2,0,4030.0,May,Wednesday
Vistara,Banglore,New Delhi,355.2,1,6800.0,March,Friday
Jet Airways,Banglore,New Delhi,1590.0,1,11087.0,March,Saturday
Multiple carriers,Delhi,Cochin,520.2,1,9794.0,May,Saturday
Jet Airways,Kolkata,Banglore,730.2,1,14388.0,May,Monday
IndiGo,Kolkata,Banglore,160.2,0,4148.0,March,Tuesday
Air India,Delhi,Cochin,1395.0,2,17266.0,March,Sunday
Air India,Kolkata,Banglore,745.2,1,7893.0,April,Monday
Jet Airways,Banglore,Delhi,180.0,0,7229.0,May,Thursday
Multiple carriers,Delhi,Cochin,835.2,1,9930.0,May,Tuesday
Multiple carriers,Delhi,Cochin,844.8,1,18286.0,March,Sunday
Jet Airways,Banglore,Delhi,180.0,0,7229.0,June,Thursday
Vistara,Delhi,Cochin,190.2,0,6216.0,June,Monday
Air Asia,Banglore,Delhi,169.8,0,4282.0,June,Thursday
IndiGo,Delhi,Cochin,274.8,1,5054.0,May,Monday
Jet Airways,Delhi,Cochin,715.2,1,10262.0,June,Thursday
Air Asia,Delhi,Cochin,340.2,1,11410.0,June,Thursday
Jet Airways,Kolkata,Banglore,705.0,1,14571.0,May,Friday
GoAir,Delhi,Cochin,370.2,1,4692.0,June,Monday
Jet Airways,Kolkata,Banglore,685.2,1,10844.0,May,Monday
Jet Airways,Kolkata,Banglore,1219.8,1,10844.0,May,Tuesday
Air India,Delhi,Cochin,180.0,0,6094.0,May,Thursday
Vistara,Delhi,Cochin,190.2,0,6741.0,June,Saturday
Air India,Delhi,Cochin,1420.2,1,8372.0,June,Saturday
Multiple carriers,Delhi,Cochin,574.8,1,14067.0,May,Tuesday
IndiGo,Delhi,Cochin,825.0,1,10236.0,March,Sunday
Air India,Delhi,Cochin,765.0,1,7480.0,June,Monday
Multiple carriers,Delhi,Cochin,385.2,1,8386.0,March,Saturday
Multiple carriers,Delhi,Cochin,829.8,1,6795.0,June,Thursday
Air Asia,Kolkata,Banglore,154.8,0,4409.0,May,Wednesday
IndiGo,Chennai,Kolkata,139.8,0,3597.0,May,Thursday
Air India,Banglore,Delhi,165.0,0,6961.0,June,Saturday
Jet Airways,Kolkata,Banglore,394.8,1,12692.0,June,Wednesday
Air India,Mumbai,Hyderabad,75.0,0,4307.0,March,Tuesday
Jet Airways,Banglore,Delhi,180.0,0,4030.0,May,Wednesday
Air India,Kolkata,Banglore,805.2,2,15957.0,May,Saturday
Jet Airways,Banglore,New Delhi,754.8,1,7832.0,March,Thursday
Air India,Kolkata,Banglore,1470.0,3,12954.0,April,Monday
IndiGo,Mumbai,Hyderabad,85.19999999999999,0,4049.0,March,Tuesday
Jet Airways,Banglore,New Delhi,570.0,1,9134.0,March,Friday
Air Asia,Kolkata,Banglore,150.0,0,4409.0,May,Wednesday
Jet Airways,Kolkata,Banglore,510.0,1,14781.0,May,Wednesday
Air India,Banglore,Delhi,169.8,0,5228.0,April,Wednesday
SpiceJet,Chennai,Kolkata,139.8,0,3597.0,May,Tuesday
Multiple carriers,Delhi,Cochin,615.0,1,6795.0,June,Wednesday
Air Asia,Kolkata,Banglore,150.0,0,3807.0,June,Tuesday
Jet Airways,Kolkata,Banglore,424.8,1,14781.0,May,Wednesday
Air India,Delhi,Cochin,615.0,1,8372.0,May,Thursday
IndiGo,Delhi,Cochin,195.0,0,5000.0,June,Monday
Vistara,Banglore,Delhi,169.8,0,5403.0,April,Monday
IndiGo,Delhi,Cochin,625.2,1,11600.0,March,Sunday
Multiple carriers,Delhi,Cochin,630.0,1,8476.0,May,Saturday
Air India,Banglore,New Delhi,655.2,2,6593.0,March,Friday
IndiGo,Banglore,New Delhi,169.8,0,7648.0,March,Saturday
Vistara,Kolkata,Banglore,700.2,1,9345.0,May,Wednesday
Multiple carriers,Delhi,Cochin,385.2,1,7268.0,June,Thursday
Jet Airways,Mumbai,Hyderabad,90.0,0,3210.0,June,Thursday
IndiGo,Chennai,Kolkata,139.8,0,7295.0,March,Sunday
IndiGo,Delhi,Cochin,424.8,1,6442.0,June,Thursday
IndiGo,Kolkata,Banglore,265.2,1,3809.0,May,Monday
Air India,Banglore,New Delhi,630.0,2,15119.0,March,Friday
GoAir,Delhi,Cochin,310.2,1,9069.0,June,Sunday
IndiGo,Banglore,Delhi,169.8,0,3943.0,May,Monday
Air India,Kolkata,Banglore,1345.2,2,12534.0,June,Sunday
Multiple carriers,Delhi,Cochin,600.0,1,13714.0,June,Monday
IndiGo,Mumbai,Hyderabad,90.0,0,2227.0,May,Tuesday
Jet Airways,Kolkata,Banglore,1594.8,1,10844.0,May,Saturday
Jet Airways,Kolkata,Banglore,730.2,1,13941.0,May,Monday
Jet Airways,Banglore,New Delhi,570.0,1,7832.0,March,Thursday
GoAir,Banglore,Delhi,175.2,0,3419.0,June,Wednesday
Jet Airways,Kolkata,Banglore,1480.2,1,14151.0,May,Tuesday
IndiGo,Delhi,Cochin,274.8,1,5073.0,April,Wednesday
Vistara,Kolkata,Banglore,964.8,1,9922.0,May,Sunday
IndiGo,Chennai,Kolkata,135.0,0,4752.0,March,Sunday
Multiple carriers,Delhi,Cochin,615.0,1,10197.0,May,Monday
Air India,Banglore,Delhi,165.0,0,6961.0,June,Wednesday
Multiple carriers,Delhi,Cochin,480.0,1,17493.0,March,Sunday
Multiple carriers,Delhi,Cochin,835.2,1,13587.0,June,Thursday
Jet Airways,Delhi,Cochin,745.2,1,10262.0,June,Thursday
Air India,Kolkata,Banglore,1105.2,2,15107.0,May,Tuesday
Vistara,Kolkata,Banglore,1065.0,1,8452.0,May,Wednesday
Air India,Mumbai,Hyderabad,79.80000000000001,0,3100.0,June,Friday
IndiGo,Banglore,Delhi,175.2,0,4823.0,May,Friday
Air Asia,Banglore,Delhi,169.8,0,4483.0,April,Sunday
Air India,Kolkata,Banglore,919.8,2,13243.0,May,Saturday
IndiGo,Delhi,Cochin,844.8,1,5684.0,June,Thursday
Jet Airways,Mumbai,Hyderabad,90.0,0,3205.0,April,Wednesday
Jet Airways,Delhi,Cochin,1105.2,1,10262.0,June,Saturday
IndiGo,Banglore,Delhi,169.8,0,4823.0,May,Tuesday
Jet Airways,Delhi,Cochin,360.0,1,15554.0,May,Thursday
IndiGo,Banglore,Delhi,169.8,0,3943.0,June,Thursday
Vistara,Mumbai,Hyderabad,745.2,1,12080.0,March,Tuesday
Air Asia,Banglore,Delhi,169.8,0,3383.0,May,Monday
SpiceJet,Mumbai,Hyderabad,79.80000000000001,0,2437.0,March,Monday
SpiceJet,Mumbai,Hyderabad,90.0,0,1965.0,June,Saturday
Jet Airways,Banglore,New Delhi,694.8,1,7832.0,March,Thursday
IndiGo,Delhi,Cochin,559.8,1,6442.0,June,Sunday
Air India,Kolkata,Banglore,1624.8,2,12723.0,May,Wednesday
Jet Airways,Banglore,Delhi,175.2,0,8016.0,June,Wednesday
Jet Airways,Delhi,Cochin,910.2,2,10199.0,June,Monday
Vistara,Kolkata,Banglore,1395.0,1,10842.0,March,Sunday
Multiple carriers,Delhi,Cochin,490.2,1,7005.0,June,Wednesday
Air Asia,Kolkata,Banglore,154.8,0,4409.0,May,Friday
Jet Airways,Kolkata,Banglore,730.2,1,13364.0,April,Monday
Multiple carriers,Delhi,Cochin,570.0,1,13377.0,June,Thursday
Jet Airways,Delhi,Cochin,394.8,1,10262.0,June,Sunday
Jet Airways,Kolkata,Banglore,424.8,1,10844.0,May,Saturday
Jet Airways,Kolkata,Banglore,589.8,1,14571.0,May,Friday
Jet Airways,Delhi,Cochin,1924.8,2,19329.0,March,Saturday
Air India,Banglore,New Delhi,895.2,1,4943.0,March,Thursday
Jet Airways,Delhi,Cochin,559.8,2,15129.0,May,Saturday
Jet Airways,Kolkata,Banglore,1500.0,1,10539.0,June,Thursday
Jet Airways,Kolkata,Banglore,1525.2,1,10031.0,March,Sunday
Multiple carriers,Delhi,Cochin,465.0,1,9140.0,May,Friday
Air Asia,Kolkata,Banglore,150.0,0,4409.0,April,Saturday
IndiGo,Banglore,Delhi,169.8,0,3419.0,May,Wednesday
Multiple carriers,Delhi,Cochin,385.2,1,9646.0,May,Wednesday
Jet Airways,Kolkata,Banglore,1690.2,1,13584.0,May,Thursday
Air India,Delhi,Cochin,1600.2,2,11806.0,May,Tuesday
GoAir,Delhi,Cochin,370.2,1,4563.0,April,Monday
Jet Airways,Delhi,Cochin,394.8,1,12898.0,June,Thursday
Vistara,Delhi,Cochin,190.2,0,6216.0,April,Saturday
Jet Airways,Delhi,Cochin,925.2,1,12898.0,May,Tuesday
Jet Airways,Delhi,Cochin,1210.2,1,10262.0,June,Sunday
Air India,Banglore,New Delhi,169.8,0,12526.0,March,Friday
Air India,Delhi,Cochin,1534.8,1,11522.0,March,Wednesday
Jet Airways,Mumbai,Hyderabad,85.19999999999999,0,5678.0,June,Wednesday
Vistara,Banglore,New Delhi,160.2,0,9918.0,March,Saturday
Jet Airways,Kolkata,Banglore,664.8,1,14781.0,May,Wednesday
Air India,Delhi,Cochin,2295.0,2,8026.0,March,Wednesday
Air India,Banglore,New Delhi,169.8,0,7276.0,March,Sunday
Jet Airways,Kolkata,Banglore,589.8,1,7064.0,April,Monday
Multiple carriers,Delhi,Cochin,480.0,1,13062.0,March,Thursday
Multiple carriers,Delhi,Cochin,570.0,1,12537.0,March,Wednesday
Jet Airways,Banglore,New Delhi,349.8,1,21934.0,March,Friday
Jet Airways,Delhi,Cochin,360.0,1,10262.0,June,Monday
Vistara,Banglore,Delhi,154.8,0,4878.0,June,Monday
Jet Airways,Delhi,Cochin,300.0,1,14714.0,June,Saturday
Jet Airways,Banglore,New Delhi,495.0,1,9134.0,March,Friday
IndiGo,Banglore,Delhi,180.0,0,4823.0,April,Monday
Multiple carriers,Delhi,Cochin,540.0,1,6093.0,June,Thursday
SpiceJet,Chennai,Kolkata,135.0,0,3597.0,June,Monday
Multiple carriers,Delhi,Cochin,420.0,1,13727.0,May,Thursday
IndiGo,Kolkata,Banglore,154.8,0,4174.0,April,Monday
Jet Airways,Delhi,Cochin,450.0,1,10262.0,June,Thursday
Multiple carriers,Delhi,Cochin,520.2,1,11789.0,June,Thursday
Jet Airways,Kolkata,Banglore,799.8,1,8586.0,May,Wednesday
Air India,Banglore,New Delhi,1620.0,3,13081.0,March,Friday
Jet Airways,Kolkata,Banglore,1630.2,1,9314.0,May,Wednesday
Jet Airways,Mumbai,Hyderabad,90.0,0,5678.0,June,Friday
Jet Airways,Delhi,Cochin,540.0,1,11924.0,May,Monday
Jet Airways,Kolkata,Banglore,1630.2,1,12692.0,June,Sunday
Jet Airways,Banglore,Delhi,184.8,0,6478.0,June,Monday
IndiGo,Kolkata,Banglore,240.0,1,4226.0,May,Wednesday
IndiGo,Delhi,Cochin,355.2,1,11532.0,March,Saturday
Air India,Chennai,Kolkata,135.0,0,9340.0,March,Wednesday
Jet Airways,Delhi,Cochin,1375.2,2,10368.0,June,Wednesday
Jet Airways,Kolkata,Banglore,400.2,1,13626.0,June,Wednesday
Jet Airways,Kolkata,Banglore,330.0,1,9663.0,May,Friday
Jet Airways,Delhi,Cochin,1380.0,2,16389.0,March,Wednesday
Multiple carriers,Delhi,Cochin,910.2,1,10197.0,May,Saturday
Jet Airways,Kolkata,Banglore,450.0,1,7594.0,June,Wednesday
Jet Airways,Banglore,New Delhi,840.0,1,13817.0,March,Tuesday
Jet Airways,Banglore,Delhi,180.0,0,7229.0,April,Monday
Air Asia,Banglore,Delhi,169.8,0,4282.0,May,Wednesday
Jet Airways,Delhi,Cochin,1129.8,2,13292.0,June,Wednesday
Jet Airways,Delhi,Cochin,1024.8,2,13764.0,June,Thursday
Jet Airways,Kolkata,Banglore,1285.2,1,12681.0,April,Monday
Jet Airways,Banglore,Delhi,175.2,0,5198.0,May,Sunday
Multiple carriers,Delhi,Cochin,735.0,1,12615.0,March,Saturday
IndiGo,Kolkata,Banglore,154.8,0,5644.0,April,Sunday
Jet Airways,Banglore,New Delhi,859.8,1,11087.0,March,Tuesday
SpiceJet,Mumbai,Hyderabad,90.0,0,2227.0,May,Friday
Jet Airways,Banglore,Delhi,180.0,0,8016.0,June,Tuesday
SpiceJet,Banglore,Delhi,169.8,0,4885.0,May,Thursday
IndiGo,Kolkata,Banglore,165.0,0,4174.0,April,Monday
Air Asia,Kolkata,Banglore,220.2,1,5162.0,May,Thursday
Jet Airways,Delhi,Cochin,360.0,1,10262.0,June,Thursday
IndiGo,Mumbai,Hyderabad,90.0,0,4049.0,June,Tuesday
Air India,Delhi,Cochin,1515.0,1,8372.0,May,Monday
IndiGo,Banglore,Delhi,175.2,0,3419.0,June,Wednesday
IndiGo,Delhi,Cochin,265.2,1,5073.0,March,Wednesday
IndiGo,Delhi,Cochin,300.0,1,6069.0,June,Thursday
IndiGo,Delhi,Cochin,424.8,1,9709.0,March,Thursday
Jet Airways,Delhi,Cochin,1615.2,2,13014.0,June,Wednesday
Jet Airways,Delhi,Cochin,559.8,2,13029.0,May,Saturday
Multiple carriers,Delhi,Cochin,780.0,1,13937.0,May,Wednesday
SpiceJet,Delhi,Cochin,360.0,1,11349.0,March,Sunday
SpiceJet,Chennai,Kolkata,135.0,0,3597.0,June,Sunday
Jet Airways,Kolkata,Banglore,1485.0,1,14388.0,May,Monday
Jet Airways,Banglore,New Delhi,1585.2,1,11087.0,March,Saturday
Jet Airways,Kolkata,Banglore,1155.0,1,9663.0,May,Wednesday
IndiGo,Banglore,Delhi,169.8,0,3943.0,June,Thursday
Air India,Banglore,New Delhi,919.8,1,8845.0,March,Friday
Air India,Kolkata,Banglore,960.0,1,12173.0,March,Sunday
Jet Airways,Delhi,Cochin,885.0,1,10262.0,June,Sunday
Multiple carriers,Delhi,Cochin,385.2,1,7242.0,March,Thursday
IndiGo,Banglore,New Delhi,300.0,1,7708.0,March,Thursday
Jet Airways,Mumbai,Hyderabad,90.0,0,8040.0,June,Friday
SpiceJet,Chennai,Kolkata,135.0,0,3597.0,May,Sunday
SpiceJet,Kolkata,Banglore,150.0,0,3841.0,May,Monday
Air India,Kolkata,Banglore,1615.2,1,10203.0,May,Wednesday
IndiGo,Delhi,Cochin,345.0,1,7173.0,April,Saturday
